customer_id,consent_status,consent_source,page_views,key_page_views,email_clicks,form_submits,demo_request,webinar_signup
13808,unknown,unknown,8,1,0,1,0,0
13809,opted_in,event,14,1,4,1,0,0
13810,unknown,unknown,6,1,0,1,0,0
13811,opted_out,newsletter,10,0,0,0,0,0
13812,unknown,unknown,6,1,0,0,0,1
13813,opted_in,event,3,0,0,0,0,0
13814,opted_out,import,9,2,0,0,0,0
13815,opted_in,gated_content,13,3,5,3,1,0
13816,opted_out,event,8,0,0,0,0,0
13817,opted_in,signup_form,6,2,3,0,0,0
13818,opted_in,gated_content,13,1,4,0,1,1
13819,opted_in,event,8,1,2,1,0,0
13820,opted_in,import,2,2,1,1,0,0
13821,unknown,unknown,10,2,0,0,1,1
13822,opted_in,gated_content,9,1,4,1,0,0
13823,opted_out,newsletter,6,1,0,0,1,0
13824,opted_in,signup_form,16,3,9,0,1,0
13825,opted_in,signup_form,13,2,2,2,0,0
13826,unknown,unknown,14,3,0,1,1,1
13827,unknown,unknown,7,1,0,0,0,0
13828,opted_out,signup_form,12,1,0,2,0,0
13829,opted_in,event,4,2,0,0,0,0
13830,opted_in,gated_content,3,3,2,1,0,0
13831,opted_in,newsletter,14,2,4,3,0,0
13832,unknown,unknown,3,1,0,0,0,0
13833,opted_in,event,6,1,0,0,0,0
13834,opted_in,gated_content,6,3,3,0,0,0
13835,opted_in,signup_form,5,2,0,1,1,0
13836,opted_in,newsletter,3,0,3,1,0,0
13837,opted_in,import,13,0,2,1,0,0
13838,opted_in,event,11,0,0,0,0,0
13839,unknown,unknown,9,4,0,1,1,0
13840,opted_in,newsletter,14,2,5,1,0,0
13841,opted_in,gated_content,14,2,7,0,1,0
13842,unknown,unknown,6,0,0,1,1,0
13843,opted_in,event,7,1,3,1,0,0
13844,opted_in,gated_content,10,1,0,0,0,0
13845,opted_in,newsletter,4,0,0,1,0,0
13846,opted_in,newsletter,7,0,2,0,0,0
13847,unknown,unknown,18,2,0,1,0,0
13848,opted_in,event,6,1,5,1,0,0
13849,opted_in,signup_form,8,2,4,2,0,0
13850,opted_in,event,13,2,5,1,0,1
13851,unknown,unknown,8,0,0,0,0,1
13852,opted_in,newsletter,10,2,7,2,0,0
13853,unknown,unknown,18,1,0,1,1,1
13854,opted_in,signup_form,9,1,0,0,0,0
13855,opted_in,import,1,1,8,1,0,1
13856,opted_in,newsletter,12,1,2,0,0,0
13857,unknown,unknown,11,3,0,2,1,0
13858,opted_out,event,12,2,0,2,0,0
13859,opted_in,signup_form,6,1,3,1,0,0
13860,opted_in,newsletter,7,0,4,1,0,0
13861,opted_in,signup_form,8,1,0,1,0,0
13862,opted_in,gated_content,6,1,3,1,1,0
13863,opted_in,event,13,0,4,3,0,0
13864,opted_in,event,12,2,2,1,0,0
13865,opted_in,newsletter,8,3,6,0,0,0
13866,opted_in,signup_form,5,1,1,2,0,0
13867,opted_in,import,1,1,0,1,0,0
13868,unknown,unknown,10,1,0,0,0,0
13869,opted_in,signup_form,5,1,3,0,1,1
13870,opted_in,import,4,1,1,0,1,0
13871,opted_in,newsletter,5,1,0,1,0,0
13872,opted_in,import,11,2,3,1,0,0
13873,opted_in,signup_form,11,3,1,1,0,0
13874,unknown,unknown,2,0,0,1,0,0
13875,opted_in,signup_form,6,0,1,0,0,0
13876,opted_out,event,4,2,0,1,0,0
13877,opted_in,event,12,2,6,0,1,0
13878,opted_in,newsletter,8,2,4,1,1,0
13879,opted_in,event,7,1,1,0,0,0
13880,unknown,unknown,11,3,0,1,0,0
13881,unknown,unknown,9,1,0,1,0,1
13882,opted_in,import,6,0,0,0,0,1
13883,opted_in,newsletter,5,0,0,1,1,0
13884,opted_in,newsletter,13,1,5,0,0,0
13885,opted_in,import,0,0,0,0,0,0
13886,opted_in,gated_content,4,2,0,0,0,0
13887,unknown,unknown,6,1,0,1,0,0
13888,opted_in,newsletter,9,1,5,1,0,0
13889,opted_in,event,8,1,1,0,0,0
13890,unknown,unknown,0,0,0,0,0,0
13891,unknown,unknown,6,2,0,1,0,0
13892,unknown,unknown,11,0,0,1,0,0
13893,opted_in,import,11,1,1,1,0,1
13894,opted_in,gated_content,3,1,0,0,0,0
13895,unknown,unknown,8,2,0,1,1,0
13896,opted_out,import,7,2,0,1,0,0
13897,opted_out,signup_form,13,2,0,0,1,0
13898,unknown,unknown,8,0,0,2,0,0
13899,opted_in,gated_content,6,1,3,2,0,0
13900,opted_in,signup_form,13,1,5,2,1,0
13901,unknown,unknown,10,2,0,0,0,0
13902,opted_in,import,8,1,2,1,0,0
13903,opted_in,import,11,2,0,0,0,0
13904,opted_in,import,6,1,4,1,1,0
13905,opted_in,event,14,0,4,0,0,0
13906,opted_in,gated_content,5,2,3,1,0,0
13907,opted_out,newsletter,12,1,0,1,0,0
13908,opted_in,signup_form,7,0,4,0,0,0
13909,opted_in,event,12,2,3,2,0,1
13911,opted_in,newsletter,9,2,4,1,0,0
13912,unknown,unknown,2,2,0,0,0,0
13913,opted_in,signup_form,6,2,8,1,1,0
13914,opted_in,event,2,2,0,0,0,0
13915,opted_in,gated_content,7,0,3,0,0,0
13916,opted_in,gated_content,5,1,4,0,0,1
13917,opted_in,signup_form,6,1,0,1,1,0
13918,opted_in,event,15,0,8,1,1,0
13919,unknown,unknown,9,1,0,1,0,0
13920,opted_in,gated_content,11,3,5,1,0,0
13921,opted_in,signup_form,8,1,1,1,0,0
13922,opted_in,signup_form,12,2,2,0,0,0
13923,opted_in,signup_form,7,0,2,0,0,0
13924,opted_in,import,8,2,2,2,0,0
13925,opted_in,import,7,2,3,0,0,0
13926,unknown,unknown,16,1,0,0,0,0
13927,unknown,unknown,11,3,0,0,0,0
13928,opted_in,signup_form,6,1,4,2,0,0
13929,opted_in,import,14,2,3,1,1,0
13930,opted_in,gated_content,10,5,2,1,0,0
13931,opted_in,import,7,1,0,1,1,0
13932,opted_in,gated_content,7,1,2,1,1,0
13933,opted_in,import,9,1,4,1,0,0
13934,opted_out,gated_content,10,2,0,0,1,1
13935,opted_in,import,3,0,1,1,0,0
13936,opted_in,event,15,0,2,2,1,0
13937,opted_in,event,9,2,3,0,0,1
13938,opted_in,gated_content,8,0,0,0,0,0
13939,opted_in,newsletter,7,2,3,0,0,1
13940,opted_in,gated_content,0,0,1,1,0,0
13941,opted_in,newsletter,13,2,2,1,0,0
13942,opted_in,signup_form,15,4,6,1,1,0
13943,opted_in,newsletter,12,2,4,2,0,1
13944,opted_in,event,8,1,2,1,0,0
13945,opted_in,import,14,2,1,1,1,1
13946,opted_in,gated_content,8,2,4,2,0,0
13947,opted_in,signup_form,0,0,0,1,0,0
13948,opted_in,event,5,1,2,2,0,0
13949,opted_in,event,15,2,2,1,0,0
13950,opted_in,gated_content,15,3,4,2,0,0
13951,opted_in,newsletter,11,1,5,1,0,0
13952,opted_in,signup_form,7,1,2,2,0,0
13953,opted_in,signup_form,10,2,5,0,0,0
13954,opted_in,event,0,0,1,2,0,0
13955,opted_in,import,13,4,1,0,1,0
13956,opted_in,import,9,2,3,0,0,0
13957,opted_in,gated_content,9,2,1,0,0,0
13958,unknown,unknown,12,1,0,1,0,0
13959,opted_in,import,1,0,6,0,0,0
13960,unknown,unknown,2,2,0,1,0,0
13961,opted_in,signup_form,4,0,0,1,0,0
13962,opted_in,newsletter,7,1,5,2,0,0
13963,opted_in,gated_content,10,2,3,1,0,0
13964,opted_in,signup_form,6,1,1,0,0,0
13965,unknown,unknown,1,1,0,1,0,0
13966,opted_in,signup_form,12,2,3,0,0,0
13967,opted_in,event,9,2,1,0,0,0
13968,opted_in,newsletter,11,1,2,1,1,0
13969,opted_in,gated_content,7,0,1,1,0,0
13970,unknown,unknown,2,1,0,2,0,0
13971,opted_out,signup_form,11,0,0,1,0,0
13972,unknown,unknown,6,3,0,3,0,0
13973,unknown,unknown,4,1,0,0,0,0
13974,opted_in,import,9,3,2,2,0,0
13975,opted_in,event,11,2,0,0,0,0
13976,unknown,unknown,9,1,0,0,0,0
13977,opted_out,signup_form,9,4,0,0,0,0
13978,opted_in,newsletter,9,2,5,0,0,0
13979,unknown,unknown,3,1,0,1,0,0
13980,opted_in,newsletter,13,3,3,1,0,0
13981,opted_in,gated_content,9,2,7,1,0,0
13982,opted_in,event,12,2,6,2,1,1
13983,opted_out,newsletter,14,0,0,0,0,0
13984,opted_in,gated_content,6,2,5,0,0,0
13985,opted_in,signup_form,9,1,2,0,0,0
13986,unknown,unknown,2,1,0,1,0,0
13987,unknown,unknown,6,0,0,0,0,1
13988,opted_in,gated_content,4,0,0,0,0,0
13989,unknown,unknown,8,0,0,0,0,0
13990,opted_out,import,6,2,0,0,0,0
13991,opted_in,signup_form,0,0,0,0,0,0
13992,opted_in,import,14,3,5,2,0,0
13993,opted_in,newsletter,1,1,3,0,0,0
13994,opted_in,signup_form,8,0,0,0,0,1
13995,opted_in,signup_form,4,3,6,1,0,0
13996,opted_in,signup_form,9,1,2,2,0,0
13997,unknown,unknown,9,2,0,0,0,0
13998,opted_in,event,13,1,3,1,0,0
13999,unknown,unknown,12,1,0,1,0,1
14000,opted_out,gated_content,3,2,0,0,0,0
14001,opted_in,import,7,1,7,0,0,0
14002,opted_in,signup_form,9,2,2,1,0,1
14003,opted_in,gated_content,7,1,2,2,0,0
14004,opted_in,gated_content,13,1,3,0,0,0
14005,opted_in,newsletter,15,2,2,1,0,1
14006,opted_in,event,11,0,5,0,0,0
14007,unknown,unknown,11,1,0,1,0,0
14008,opted_in,newsletter,6,2,0,0,0,0
14009,opted_in,gated_content,0,0,0,1,0,0
14010,opted_in,signup_form,0,0,2,1,0,0
14011,opted_out,gated_content,8,3,0,1,0,0
14012,opted_out,signup_form,9,0,0,1,0,0
14013,opted_in,event,5,1,7,0,0,0
14014,opted_out,gated_content,9,3,0,0,0,0
14015,opted_in,gated_content,4,1,4,0,0,1
14016,opted_in,event,0,0,1,0,0,0
14017,opted_in,signup_form,15,1,3,1,0,0
14018,opted_in,event,14,1,5,1,1,0
14019,opted_in,import,4,3,0,0,0,0
14020,opted_in,import,7,0,6,0,0,0
14021,opted_in,gated_content,3,0,2,0,0,0
14022,opted_in,event,12,1,0,1,0,0
14023,opted_in,gated_content,9,0,0,0,0,0
14024,unknown,unknown,0,0,0,1,0,0
14025,opted_in,gated_content,5,1,0,0,0,0
14026,unknown,unknown,6,2,0,2,1,0
14027,opted_in,signup_form,11,2,6,1,0,0
14028,opted_in,import,12,3,0,1,0,0
14029,unknown,unknown,9,0,0,2,0,0
14030,opted_in,newsletter,11,3,4,1,0,0
14031,opted_in,newsletter,11,4,5,1,0,0
14032,opted_in,gated_content,13,2,11,1,0,0
14033,opted_in,signup_form,12,0,3,1,0,0
14034,opted_in,signup_form,18,1,1,1,0,0
14035,unknown,unknown,11,3,0,0,0,1
14036,opted_in,gated_content,16,4,7,1,1,0
14037,opted_in,signup_form,12,0,4,3,1,0
14038,opted_in,gated_content,0,0,2,0,0,0
14039,opted_in,event,8,3,0,1,1,0
14040,opted_in,newsletter,11,2,4,2,1,0
14041,unknown,unknown,3,2,0,1,0,0
14042,unknown,unknown,7,0,0,1,0,0
14043,unknown,unknown,7,3,0,0,1,0
14044,opted_out,newsletter,15,4,0,1,0,0
14045,unknown,unknown,11,1,0,1,0,0
14046,opted_in,newsletter,6,0,4,0,0,0
14047,opted_out,event,0,0,0,0,0,0
14048,opted_in,event,13,2,5,1,1,0
14049,opted_in,event,9,1,2,0,0,0
14050,unknown,unknown,11,1,0,1,1,0
14051,opted_in,newsletter,9,1,3,0,0,0
14052,opted_in,import,12,1,5,1,0,1
14053,opted_in,newsletter,8,0,0,0,0,0
14054,opted_in,signup_form,1,1,1,0,0,0
14055,opted_in,newsletter,5,1,2,0,0,0
14056,opted_in,import,13,1,0,1,0,0
14057,unknown,unknown,10,4,0,1,0,0
14058,opted_in,newsletter,8,0,1,1,0,1
14059,opted_out,newsletter,6,2,0,1,0,0
14060,opted_in,newsletter,15,2,6,2,0,0
14061,opted_in,signup_form,15,5,5,1,0,0
14062,opted_in,signup_form,10,1,5,1,1,0
14063,opted_in,newsletter,3,1,6,0,0,0
14064,opted_in,newsletter,3,0,3,0,0,0
14065,unknown,unknown,5,1,0,3,1,0
14066,opted_in,signup_form,5,0,0,0,0,0
14067,unknown,unknown,7,2,0,2,0,0
14068,unknown,unknown,16,2,0,1,0,0
14069,unknown,unknown,11,2,0,0,0,0
14070,opted_in,gated_content,15,1,3,1,1,0
14071,opted_in,import,2,0,0,2,0,0
14072,opted_in,import,8,2,2,0,0,0
14073,opted_in,gated_content,5,0,3,1,0,0
14074,opted_in,event,9,0,4,0,0,0
14075,opted_in,import,9,2,0,1,0,1
14076,opted_in,signup_form,3,1,1,1,0,0
14077,opted_in,signup_form,10,1,1,0,0,0
14078,unknown,unknown,6,1,0,0,1,0
14079,opted_in,event,10,1,2,0,0,0
14080,opted_in,import,7,3,2,1,0,1
14081,unknown,unknown,9,0,0,0,0,0
14082,opted_in,event,8,1,3,0,0,0
14083,opted_in,newsletter,2,0,2,1,0,0
14084,opted_in,signup_form,12,1,2,1,1,1
14085,opted_in,gated_content,9,1,4,1,1,1
14086,opted_in,gated_content,10,2,1,2,0,0
14087,unknown,unknown,10,1,0,2,0,0
14088,opted_in,import,5,0,2,2,0,0
14089,opted_in,newsletter,12,1,4,2,0,1
14090,opted_in,signup_form,10,1,1,1,0,0
14091,opted_in,import,9,2,0,1,0,0
14092,opted_in,event,5,4,6,1,1,0
14093,opted_in,newsletter,11,2,3,1,0,0
14094,opted_in,newsletter,1,1,4,0,0,1
14095,opted_in,newsletter,7,3,0,1,0,0
14096,opted_out,newsletter,10,1,0,2,0,0
14097,opted_in,signup_form,2,0,0,2,0,0
14098,opted_out,signup_form,0,0,0,0,0,0
14099,opted_in,newsletter,8,1,2,0,0,0
14100,opted_in,event,15,3,6,2,1,0
14101,unknown,unknown,15,1,0,0,0,0
14102,unknown,unknown,1,1,0,0,0,0
14104,opted_in,gated_content,2,1,3,0,0,0
14105,unknown,unknown,13,1,0,0,0,0
14106,opted_in,gated_content,11,0,2,0,0,0
14107,unknown,unknown,4,2,0,1,0,0
14108,unknown,unknown,14,2,0,0,0,0
14109,opted_in,gated_content,12,2,1,1,0,0
14110,opted_in,import,13,2,0,2,0,0
14111,opted_out,signup_form,11,3,0,1,0,1
14112,unknown,unknown,11,3,0,1,0,0
14113,opted_in,event,3,1,1,0,0,0
14114,opted_in,gated_content,14,0,0,1,0,0
14115,opted_in,newsletter,15,1,3,0,1,0
14116,opted_in,gated_content,7,4,0,1,0,0
14117,opted_in,event,13,2,3,0,0,1
14118,opted_in,import,8,1,6,0,0,1
14119,opted_in,signup_form,15,2,5,1,0,0
14121,unknown,unknown,15,2,0,1,1,1
14122,opted_in,gated_content,3,1,1,0,0,0
14123,opted_in,gated_content,13,3,5,1,0,0
14124,opted_in,event,13,3,3,3,1,0
14125,opted_in,gated_content,10,0,2,0,1,1
14126,opted_in,import,15,5,3,1,1,0
14127,unknown,unknown,4,0,0,0,0,0
14128,opted_in,gated_content,10,1,3,1,1,0
14129,opted_in,event,12,1,2,0,1,0
14130,opted_in,signup_form,6,1,0,0,0,0
14131,opted_out,newsletter,3,2,0,0,0,0
14132,opted_in,event,12,0,1,0,0,0
14133,opted_in,event,8,0,7,1,0,0
14134,opted_in,newsletter,8,2,4,1,1,0
14135,opted_out,event,1,0,0,0,0,0
14136,unknown,unknown,2,1,0,2,1,0
14137,opted_in,gated_content,7,2,0,2,0,0
14138,opted_in,newsletter,0,0,0,0,0,0
14139,opted_in,import,4,0,3,1,0,0
14140,opted_in,signup_form,6,1,5,0,0,1
14141,unknown,unknown,3,2,0,1,0,0
14142,opted_in,gated_content,9,3,5,2,0,0
14143,opted_in,event,9,2,4,0,1,0
14144,opted_in,newsletter,15,1,6,2,1,0
14145,opted_in,import,10,2,5,2,0,1
14146,opted_in,newsletter,9,1,4,1,1,1
14147,opted_out,gated_content,6,3,0,0,1,0
14148,opted_in,signup_form,5,2,0,0,0,0
14149,opted_out,signup_form,8,1,0,0,0,0
14150,opted_in,newsletter,13,2,8,1,0,0
14151,opted_in,newsletter,9,1,1,0,0,0
14152,opted_in,newsletter,4,1,0,2,0,1
14153,unknown,unknown,8,1,0,0,0,0
14154,opted_in,import,6,0,0,1,0,0
14155,opted_in,gated_content,17,3,0,2,0,0
14156,opted_in,event,7,1,2,0,0,1
14157,opted_out,newsletter,10,1,0,1,0,0
14158,opted_out,gated_content,8,0,0,0,0,0
14159,unknown,unknown,9,0,0,0,0,0
14160,unknown,unknown,7,1,0,0,1,0
14161,unknown,unknown,11,4,0,1,0,0
14162,opted_out,newsletter,7,1,0,1,0,0
14163,opted_in,signup_form,8,0,1,1,0,0
14164,opted_in,import,12,3,3,1,0,0
14165,opted_out,signup_form,1,0,0,1,0,0
14166,opted_out,newsletter,6,2,0,1,0,0
14167,opted_in,newsletter,7,2,2,0,0,0
14168,opted_in,signup_form,8,2,3,1,0,1
14169,unknown,unknown,9,1,0,0,0,0
14170,opted_in,signup_form,16,2,4,1,0,1
14171,unknown,unknown,15,3,0,1,0,0
14172,opted_out,import,3,0,0,2,0,1
14173,opted_in,signup_form,7,0,7,1,0,1
14174,opted_in,newsletter,9,1,1,0,1,0
14175,opted_in,event,1,1,2,0,0,1
14176,unknown,unknown,7,0,0,1,0,0
14177,unknown,unknown,12,3,0,2,1,0
14178,opted_in,gated_content,9,2,0,0,0,0
14179,opted_in,import,9,1,1,0,0,0
14180,opted_in,signup_form,7,0,0,0,0,0
14181,opted_in,gated_content,9,0,2,0,0,0
14182,opted_in,gated_content,4,0,0,0,0,0
14183,opted_in,signup_form,10,3,4,1,0,0
14184,opted_in,newsletter,15,2,4,0,1,0
14185,opted_in,signup_form,0,0,2,0,0,0
14186,unknown,unknown,6,2,0,3,0,0
14187,opted_in,signup_form,6,1,2,0,0,0
14188,opted_in,newsletter,9,1,1,1,1,1
14189,unknown,unknown,5,2,0,0,1,0
14190,unknown,unknown,3,1,0,0,0,0
14191,opted_in,signup_form,6,2,1,0,0,0
14192,opted_in,import,12,1,8,1,1,0
14193,opted_in,newsletter,11,0,0,1,0,0
14194,opted_out,import,11,1,0,0,0,0
14195,unknown,unknown,12,3,0,1,1,0
14196,opted_in,gated_content,13,3,1,1,0,0
14197,opted_in,gated_content,5,1,1,0,1,0
14198,opted_in,newsletter,6,2,6,1,0,0
14199,opted_in,event,7,1,2,0,0,0
14200,opted_out,import,9,0,0,0,0,0
14201,opted_in,event,11,2,1,1,0,0
14202,opted_in,event,9,0,4,2,1,0
14203,opted_in,import,12,3,5,1,1,0
14204,opted_in,signup_form,8,0,3,0,0,0
14205,opted_in,event,3,2,0,0,0,0
14206,unknown,unknown,8,1,0,0,0,0
14207,opted_in,gated_content,6,1,5,1,0,0
14208,opted_in,import,2,0,0,1,0,0
14209,unknown,unknown,6,2,0,0,0,0
14210,opted_in,newsletter,4,1,1,0,0,0
14211,opted_in,import,5,1,5,0,0,0
14212,opted_in,event,13,0,2,0,0,0
14213,opted_out,import,8,0,0,0,0,0
14214,unknown,unknown,13,2,0,1,0,1
14215,opted_in,gated_content,13,1,0,0,1,1
14216,opted_out,event,5,2,0,0,0,0
14217,opted_in,gated_content,3,0,3,0,0,0
14218,opted_in,signup_form,6,1,1,1,0,0
14219,opted_in,gated_content,14,3,6,1,1,0
14220,opted_in,import,12,2,3,1,0,0
14221,opted_in,newsletter,8,1,2,1,1,0
14222,opted_in,gated_content,10,4,2,0,0,0
14223,opted_in,event,5,1,5,0,0,0
14224,unknown,unknown,2,1,0,0,0,0
14225,opted_in,import,6,0,3,0,0,0
14226,opted_in,event,6,1,3,2,0,1
14227,opted_in,signup_form,13,2,1,0,0,0
14228,opted_in,signup_form,7,0,3,1,0,0
14229,unknown,unknown,6,0,0,1,0,0
14230,opted_in,gated_content,12,2,3,1,1,0
14231,opted_in,event,12,3,5,1,0,1
14232,opted_in,import,7,3,6,1,0,0
14233,opted_in,import,10,1,4,1,0,0
14234,opted_in,event,9,2,5,0,0,0
14235,opted_in,import,11,3,3,1,1,1
14236,opted_out,import,1,1,0,1,0,0
14237,unknown,unknown,6,3,0,0,0,0
14238,opted_in,newsletter,1,1,2,0,0,0
14239,opted_in,event,10,1,0,1,1,1
14240,unknown,unknown,7,1,0,0,0,0
14241,opted_in,signup_form,9,2,3,0,0,0
14242,opted_in,gated_content,4,1,2,2,0,0
14243,opted_in,newsletter,1,0,0,0,0,0
14244,opted_in,newsletter,11,3,7,1,0,0
14245,opted_in,import,7,0,0,1,0,0
14246,opted_in,signup_form,4,0,1,2,0,0
14247,opted_in,newsletter,9,0,0,0,0,0
14248,opted_in,event,7,1,0,0,0,0
14249,opted_in,newsletter,13,2,8,0,0,0
14250,opted_in,import,10,1,0,0,0,0
14251,opted_in,gated_content,10,2,4,1,1,1
14252,opted_out,newsletter,7,1,0,0,0,0
14253,opted_in,signup_form,13,4,8,1,1,0
14254,opted_in,event,7,0,4,0,0,0
14255,opted_in,event,2,1,0,0,0,0
14256,opted_in,signup_form,8,2,3,0,1,0
14257,opted_in,import,4,1,0,0,0,0
14258,opted_in,event,3,2,1,1,0,0
14259,opted_in,signup_form,6,2,4,1,1,0
14260,opted_in,signup_form,11,2,3,1,0,0
14261,opted_in,signup_form,6,2,4,0,0,0
14262,unknown,unknown,9,0,0,0,0,0
14263,opted_in,signup_form,6,1,1,0,0,0
14264,opted_in,gated_content,5,2,5,0,0,0
14265,unknown,unknown,6,0,0,1,0,0
14266,opted_in,signup_form,5,2,2,2,0,0
14267,unknown,unknown,10,3,0,1,0,0
14268,opted_out,import,2,1,0,1,0,0
14269,unknown,unknown,10,1,0,1,0,1
14270,unknown,unknown,12,2,0,0,0,0
14271,unknown,unknown,11,1,0,2,0,1
14272,opted_in,signup_form,11,2,4,1,0,1
14273,opted_in,newsletter,8,1,6,3,1,0
14274,opted_in,gated_content,9,2,5,1,0,0
14275,opted_in,import,8,0,4,1,1,0
14276,unknown,unknown,13,1,0,1,1,0
14277,opted_out,event,6,2,0,0,0,0
14278,opted_in,gated_content,7,0,2,1,0,0
14279,opted_in,signup_form,9,0,3,1,0,1
14280,opted_in,import,9,2,5,0,0,0
14281,unknown,unknown,12,2,0,1,0,0
14282,opted_in,import,5,1,4,0,0,0
14283,opted_in,signup_form,8,1,3,0,0,0
14284,opted_out,signup_form,9,0,0,1,0,0
14285,unknown,unknown,6,0,0,1,0,0
14286,opted_in,import,8,2,3,0,0,0
14287,unknown,unknown,5,1,0,1,0,0
14288,opted_out,event,2,2,0,1,0,0
14289,unknown,unknown,7,3,0,1,0,0
14290,opted_in,import,0,0,2,2,0,0
14291,opted_in,gated_content,2,0,0,1,0,0
14292,opted_in,event,7,0,1,0,1,0
14293,opted_in,signup_form,8,1,2,0,0,0
14294,opted_in,signup_form,8,0,0,1,1,0
14295,unknown,unknown,9,2,0,1,0,0
14296,opted_in,import,7,1,1,0,0,0
14297,opted_in,gated_content,3,0,0,0,0,0
14298,opted_in,event,0,0,0,0,0,0
14299,opted_in,gated_content,13,1,4,0,0,1
14300,opted_in,newsletter,8,2,2,1,0,0
14301,unknown,unknown,13,1,0,1,0,0
14302,opted_in,newsletter,2,0,2,0,0,0
14303,opted_in,gated_content,7,1,0,2,1,0
14304,opted_in,import,8,2,4,1,1,0
14305,opted_in,import,9,4,6,1,0,1
14306,unknown,unknown,6,2,0,2,0,0
14307,opted_in,newsletter,16,1,2,1,1,0
14308,unknown,unknown,4,0,0,1,0,0
14309,unknown,unknown,3,0,0,1,0,0
14310,opted_in,signup_form,12,2,8,1,1,0
14311,opted_in,gated_content,15,3,5,1,1,0
14312,opted_out,gated_content,2,2,0,0,0,0
14314,unknown,unknown,7,1,0,2,1,0
14315,opted_in,newsletter,4,1,2,0,0,0
14316,opted_in,signup_form,8,1,4,2,1,0
14317,opted_in,import,10,3,3,2,0,0
14318,opted_in,signup_form,4,1,0,0,0,0
14319,opted_in,signup_form,12,2,5,1,1,0
14320,opted_out,import,3,0,0,1,1,0
14321,opted_in,import,10,2,0,1,0,0
14322,opted_in,gated_content,9,1,2,2,0,1
14323,unknown,unknown,12,1,0,1,0,1
14324,opted_in,event,5,2,5,0,1,1
14325,opted_in,newsletter,8,3,4,2,0,0
14326,unknown,unknown,16,2,0,2,0,0
14327,opted_in,import,19,3,4,2,1,0
14328,opted_out,newsletter,12,2,0,0,0,0
14329,opted_in,import,9,2,2,2,0,0
14330,opted_in,gated_content,7,1,2,1,1,1
14331,opted_in,newsletter,13,2,4,2,1,0
14332,unknown,unknown,16,0,0,0,0,0
14333,opted_in,newsletter,0,0,0,0,0,0
14334,opted_out,newsletter,4,1,0,0,0,0
14335,opted_in,gated_content,17,2,5,3,1,0
14336,opted_in,signup_form,7,1,0,1,1,0
14338,opted_in,import,6,1,0,3,0,0
14339,opted_in,import,12,3,6,2,1,1
14340,opted_in,import,5,1,2,1,0,0
14341,unknown,unknown,5,2,0,0,0,0
14342,opted_in,event,2,1,0,0,0,0
14343,opted_out,gated_content,14,1,0,0,0,0
14344,opted_out,event,9,2,0,0,0,0
14345,opted_in,newsletter,11,3,2,0,0,0
14346,opted_in,event,6,3,3,1,0,1
14347,opted_out,newsletter,9,2,0,0,0,1
14348,opted_in,import,14,2,4,0,0,0
14349,opted_out,gated_content,16,2,0,3,1,1
14350,opted_in,gated_content,6,0,0,1,0,0
14351,opted_in,event,15,3,1,1,0,0
14352,opted_in,signup_form,12,2,3,0,1,0
14353,opted_in,signup_form,18,4,0,0,1,0
14354,opted_in,gated_content,5,1,3,2,0,0
14355,opted_in,gated_content,7,2,5,1,0,0
14356,opted_in,signup_form,7,2,5,1,0,0
14357,unknown,unknown,7,0,0,1,0,0
14358,unknown,unknown,6,0,0,2,0,0
14359,opted_in,event,8,0,1,1,0,0
14360,unknown,unknown,8,1,0,0,0,0
14361,unknown,unknown,10,3,0,0,1,1
14362,opted_out,event,5,2,0,1,0,0
14363,opted_out,signup_form,2,1,0,0,0,0
14364,opted_in,signup_form,7,1,1,2,0,0
14365,opted_out,newsletter,7,2,0,0,1,0
14366,opted_in,gated_content,1,1,0,1,0,0
14367,unknown,unknown,9,1,0,1,1,0
14368,opted_in,event,11,0,1,1,0,0
14369,unknown,unknown,3,1,0,1,0,0
14370,opted_in,newsletter,10,0,0,0,1,0
14371,opted_in,import,17,3,4,2,1,0
14372,opted_in,newsletter,4,1,2,1,1,0
14373,opted_in,signup_form,13,1,7,1,0,0
14374,opted_in,signup_form,4,1,3,0,0,0
14375,opted_in,newsletter,10,2,5,1,0,1
14376,opted_in,gated_content,9,0,2,1,0,0
14377,opted_in,event,6,2,2,0,0,0
14378,unknown,unknown,7,1,0,1,0,0
14379,opted_in,gated_content,11,1,5,0,1,0
14380,opted_in,signup_form,11,2,0,2,0,0
14381,opted_in,signup_form,13,2,3,0,1,0
14382,opted_in,import,4,0,3,0,0,0
14383,opted_out,newsletter,6,0,0,2,0,0
14384,opted_in,gated_content,8,0,4,1,0,0
14385,opted_out,signup_form,4,0,0,2,0,0
14386,opted_in,gated_content,13,2,2,2,1,1
14387,opted_in,signup_form,14,1,4,0,0,0
14388,unknown,unknown,15,2,0,1,0,1
14389,opted_in,signup_form,7,0,0,1,0,0
14390,opted_out,gated_content,11,2,0,1,0,0
14391,opted_in,import,7,0,3,2,1,0
14392,opted_in,import,4,1,3,1,0,0
14393,opted_in,signup_form,5,1,4,1,1,0
14394,opted_in,signup_form,10,1,5,0,0,0
14395,opted_in,signup_form,9,2,5,0,1,0
14396,opted_in,event,10,3,7,1,0,0
14397,opted_in,signup_form,9,0,5,2,0,1
14398,opted_in,newsletter,8,2,6,0,0,0
14399,unknown,unknown,9,4,0,0,0,0
