contact_id,acquisition_channel,signup_date,has_purchase,days_since_last_activity,consent_status,consent_source,page_views,key_page_views,email_clicks,form_submits,demo_request,webinar_signup
C00808,Display,2026-04-09,1,52,opted_in,newsletter,10,4,4,0,1,1
C00809,Display,2026-05-25,1,10,opted_in,signup_form,12,0,3,0,0,0
C00810,Display,2026-03-02,1,90,opted_in,signup_form,1,1,0,2,0,0
C00811,Display,2026-02-19,1,117,opted_out,signup_form,6,1,0,1,0,0
C00812,Display,2026-03-10,1,96,opted_in,event,6,1,0,1,0,0
C00813,Display,2026-05-16,1,15,unknown,unknown,12,2,0,0,0,0
C00814,Display,2026-05-24,1,13,opted_in,newsletter,4,2,3,0,0,0
C00815,Display,2026-05-17,1,19,opted_in,signup_form,10,2,4,2,0,0
C00816,Display,2026-02-06,1,116,opted_in,event,15,5,4,2,0,0
C00817,Display,2026-03-21,1,78,opted_in,event,15,2,3,1,1,0
C00818,Display,2026-05-18,1,13,opted_in,newsletter,8,3,3,0,0,1
C00819,Display,2025-12-24,1,164,opted_out,gated_content,9,0,0,0,0,0
C00820,Display,2025-12-28,1,171,opted_in,signup_form,10,2,2,0,0,0
C00821,Display,2026-02-26,1,107,opted_in,import,15,2,4,0,0,0
C00822,Display,2026-02-09,1,81,opted_in,event,4,0,0,1,0,0
C00823,Display,2026-01-26,1,138,opted_out,event,12,2,0,1,0,0
C00824,Display,2025-12-12,1,183,opted_out,import,6,3,0,1,1,0
C00825,Display,2026-03-15,1,94,opted_out,gated_content,5,2,0,1,0,0
C00826,Display,2026-03-03,1,96,opted_in,import,3,1,2,0,0,1
C00827,Display,2026-01-10,1,93,opted_out,newsletter,4,2,0,0,0,0
C00828,Display,2026-03-09,1,85,opted_in,event,1,1,0,2,0,0
C00829,Display,2026-03-26,1,66,opted_in,import,13,2,0,2,0,0
C00830,Display,2026-05-23,1,16,opted_in,signup_form,9,3,0,0,0,0
C00831,Display,2025-12-14,1,177,opted_in,import,9,2,2,1,0,1
C00832,Display,2025-12-11,1,184,opted_in,signup_form,6,1,2,0,0,0
C00833,Display,2025-12-19,1,137,opted_in,gated_content,2,1,3,3,0,0
C00834,Display,2025-12-12,1,132,opted_in,signup_form,10,0,0,1,1,1
C00835,Display,2026-02-13,1,109,unknown,unknown,10,0,0,1,1,0
C00836,Display,2026-05-07,1,24,opted_out,import,5,1,0,2,0,0
C00837,Display,2026-04-22,1,48,unknown,unknown,12,4,0,1,0,0
C00838,Display,2026-04-14,1,55,unknown,unknown,3,1,0,0,0,0
C00839,Display,2026-04-11,1,33,opted_in,event,5,1,3,1,1,0
C00840,Display,2026-02-03,1,117,opted_in,event,15,3,9,3,1,1
C00841,Display,2026-03-18,1,33,opted_in,import,13,1,2,0,1,0
C00842,Display,2025-12-14,1,177,opted_in,gated_content,11,1,6,1,0,0
C00843,Display,2026-05-13,1,26,opted_out,event,15,1,0,0,1,1
C00844,Display,2026-04-27,1,20,opted_in,import,10,0,1,0,1,0
C00845,Display,2026-04-01,1,72,opted_in,gated_content,9,3,2,0,0,0
C00846,Display,2026-02-15,1,109,opted_out,import,5,2,0,0,1,0
C00847,Display,2026-03-21,1,36,opted_in,event,13,3,5,2,1,0
C00848,Display,2026-05-05,1,38,opted_in,signup_form,10,2,2,0,0,0
C00849,Display,2025-12-24,1,175,unknown,unknown,11,2,0,0,1,0
C00850,Display,2026-02-13,1,117,unknown,unknown,12,2,0,0,1,1
C00851,Display,2026-04-13,1,65,opted_out,gated_content,11,0,0,2,0,0
C00852,Display,2025-12-07,1,175,unknown,unknown,11,0,0,0,0,0
C00853,Display,2026-05-09,1,32,opted_in,gated_content,7,1,5,1,0,0
C00854,Display,2026-04-02,1,63,opted_in,event,4,3,0,0,0,0
C00855,Display,2026-03-20,1,81,opted_out,signup_form,11,2,0,1,0,0
C00856,Display,2026-01-17,1,137,opted_in,signup_form,8,1,0,1,0,0
C00857,Display,2026-03-12,1,82,opted_in,gated_content,8,4,3,2,1,0
C00858,Display,2026-02-26,1,95,opted_in,import,10,3,3,1,0,0
C00859,Display,2026-05-12,1,20,opted_in,event,6,1,0,1,0,0
C00860,Display,2026-02-18,1,119,opted_in,event,9,2,4,1,0,0
C00861,Display,2026-01-06,1,87,opted_in,import,9,3,4,1,1,0
C00862,Display,2026-03-25,1,84,unknown,unknown,10,1,0,3,0,1
C00863,Display,2026-01-09,1,157,opted_in,gated_content,4,1,3,0,0,0
C00864,Display,2026-03-06,1,56,opted_in,newsletter,8,2,1,1,0,0
C00865,Display,2025-12-14,1,120,unknown,unknown,3,2,0,0,0,0
C00866,Display,2026-02-05,1,122,opted_in,newsletter,8,2,3,0,0,1
C00867,Display,2026-01-12,1,154,opted_in,import,4,1,0,1,0,0
C00868,Display,2026-02-01,1,102,unknown,unknown,16,3,0,1,0,0
C00869,Display,2026-01-26,1,84,opted_out,import,9,3,0,1,1,0
C00870,Display,2026-01-12,1,145,unknown,unknown,12,3,0,2,0,0
C00871,Display,2026-01-07,1,146,opted_out,signup_form,11,1,0,1,1,0
C00872,Display,2025-12-25,1,167,unknown,unknown,11,0,0,0,0,0
C00873,Display,2025-12-08,1,195,opted_in,event,5,1,0,1,0,0
C00874,Display,2026-05-14,1,26,unknown,unknown,9,2,0,0,1,0
C00875,Display,2026-03-10,1,61,opted_in,import,12,2,3,1,0,0
C00876,Display,2026-03-04,1,70,opted_out,event,7,5,0,1,1,0
C00877,Display,2025-12-23,1,161,opted_out,signup_form,5,0,0,0,0,0
C00878,Display,2026-01-09,1,154,unknown,unknown,8,0,0,0,0,1
C00879,Display,2026-04-23,1,49,unknown,unknown,9,4,0,1,0,0
C00880,Display,2025-12-04,1,193,unknown,unknown,5,2,0,0,0,0
C00881,Display,2026-02-25,1,108,opted_in,import,10,1,7,1,0,0
C00882,Display,2026-03-01,1,102,opted_out,import,14,2,0,1,1,0
C00883,Display,2025-12-17,1,179,opted_out,event,9,1,0,0,0,0
C00884,Display,2026-01-27,1,130,opted_in,import,13,3,4,1,0,0
C00885,Display,2026-03-07,1,88,opted_in,signup_form,9,2,6,0,0,1
C00886,Display,2026-01-07,1,131,opted_in,signup_form,13,1,6,0,1,0
C00887,Display,2026-03-02,1,107,opted_out,import,9,2,0,1,0,0
C00888,Display,2026-02-19,1,109,opted_out,event,8,3,0,1,0,1
C00889,Display,2025-12-28,1,120,opted_in,event,13,0,0,0,0,0
C00890,Display,2025-12-20,1,168,opted_out,event,11,2,0,0,0,0
C00891,Display,2026-01-26,1,127,opted_out,gated_content,7,1,0,0,0,0
C00892,Display,2026-03-03,1,39,opted_out,import,7,0,0,1,0,0
C00893,Display,2026-01-14,1,95,opted_in,import,5,2,8,0,0,0
C00894,Display,2026-03-03,1,96,opted_in,newsletter,10,3,2,2,0,1
C00895,Display,2026-01-21,1,143,opted_out,newsletter,6,2,0,1,0,0
C00896,Display,2026-05-15,1,17,unknown,unknown,4,2,0,1,0,0
C00897,Display,2026-03-14,1,89,opted_out,event,14,2,0,1,1,0
C00898,Display,2026-01-13,1,142,opted_in,event,15,3,3,1,0,0
C00899,Display,2026-04-03,1,69,opted_out,event,3,2,0,0,1,0
C00900,Display,2025-12-02,1,193,opted_in,import,4,2,2,0,0,0
C00901,Display,2025-12-07,1,127,opted_in,import,2,2,3,1,0,1
C00902,Display,2026-04-21,1,43,opted_out,newsletter,14,3,0,2,1,1
C00903,Display,2025-12-15,1,140,opted_out,signup_form,7,1,0,0,0,0
C00904,Display,2026-04-11,1,50,opted_in,signup_form,12,4,3,0,0,0
C00905,Display,2025-12-11,1,183,opted_in,gated_content,6,2,0,0,0,1
C00906,Display,2026-05-12,1,20,opted_out,event,6,0,0,0,0,0
C00907,Display,2026-02-14,1,109,opted_in,signup_form,9,2,1,1,0,0
C00908,Display,2026-01-22,1,139,opted_in,event,11,4,6,1,1,0
C00909,Display,2026-02-16,1,106,unknown,unknown,9,2,0,2,0,1
C00910,Display,2026-04-09,1,59,unknown,unknown,9,1,0,1,0,1
C00911,Display,2026-04-11,1,59,opted_in,signup_form,10,2,4,0,0,0
C00912,Display,2026-03-16,1,87,opted_in,signup_form,3,1,3,0,0,0
C00913,Display,2025-12-25,1,165,opted_out,signup_form,6,1,0,0,0,0
C00914,Display,2025-12-27,1,160,unknown,unknown,11,1,0,1,0,0
C00915,Display,2026-04-27,1,7,unknown,unknown,6,3,0,1,0,1
C00916,Display,2026-04-26,1,39,opted_out,gated_content,11,3,0,0,1,0
C00917,Display,2026-05-07,1,38,opted_in,import,5,3,2,0,0,0
C00918,Display,2026-02-18,1,121,unknown,unknown,8,0,0,0,0,1
C00919,Display,2026-01-20,1,145,opted_in,newsletter,1,0,0,0,0,0
C00920,Display,2026-01-13,1,138,opted_in,newsletter,8,4,2,2,0,0
C00921,Display,2026-02-14,1,107,opted_in,event,6,3,2,2,1,1
C00922,Display,2026-04-20,1,21,unknown,unknown,12,1,0,2,0,0
C00923,Display,2026-04-06,1,45,opted_in,newsletter,8,3,0,2,0,1
C00924,Display,2026-02-05,1,127,opted_out,signup_form,7,2,0,1,0,0
C00925,Display,2026-02-05,1,118,opted_in,event,7,2,4,0,0,0
C00926,Display,2026-02-23,1,99,opted_out,signup_form,9,1,0,0,0,0
C00927,Display,2026-04-28,1,38,opted_out,gated_content,6,1,0,1,0,0
C00928,Display,2026-01-10,1,145,opted_out,gated_content,5,1,0,0,0,0
C00929,Display,2025-12-04,1,185,opted_in,gated_content,10,0,2,0,0,0
C00930,Display,2026-04-06,1,64,opted_in,signup_form,12,4,5,1,1,0
L00001,Email,2026-03-05,0,61,opted_in,gated_content,13,3,3,2,0,1
L00002,Email,2026-05-09,0,87,opted_in,import,5,1,2,1,0,0
L00003,Email,2026-04-20,0,95,opted_in,newsletter,17,4,5,1,1,0
L00004,Email,2026-05-23,0,33,opted_in,event,10,2,6,0,0,0
L00005,Email,2026-04-16,0,44,opted_in,newsletter,8,5,0,1,0,1
L00006,Email,2026-05-01,0,99,opted_in,signup_form,9,0,0,0,0,0
L00007,Email,2026-04-27,0,69,opted_in,signup_form,4,2,6,0,0,1
L00008,Email,2025-12-22,0,30,opted_in,event,15,1,3,2,0,1
L00009,Email,2026-03-12,0,99,opted_in,event,9,1,3,2,0,0
L00010,Email,2026-03-03,0,140,opted_in,signup_form,4,2,1,2,1,0
L00011,Email,2026-01-11,0,77,opted_in,gated_content,12,1,6,0,0,1
L00012,Email,2026-03-24,0,44,opted_in,import,12,2,3,1,1,1
L00013,Email,2026-03-15,0,59,opted_in,event,11,2,3,2,1,1
L00014,Email,2025-12-03,0,86,opted_in,import,5,1,3,1,0,0
L00015,Email,2026-01-20,0,86,opted_in,event,4,1,8,0,0,0
L00016,Email,2025-12-15,0,59,opted_in,newsletter,5,1,2,0,1,0
L00017,Email,2026-03-28,0,99,opted_in,import,10,1,5,1,0,0
L00018,Email,2026-04-04,0,50,opted_in,gated_content,13,1,2,2,0,0
L00019,Email,2026-01-27,0,64,opted_out,event,12,3,0,0,1,0
L00020,Email,2026-04-28,0,71,opted_in,newsletter,14,3,1,1,0,0
L00021,Email,2026-02-12,0,6,opted_in,gated_content,12,3,2,0,1,0
L00022,Email,2026-03-06,0,34,opted_in,gated_content,13,2,0,0,0,0
L00023,Email,2026-01-15,0,141,opted_in,import,10,1,4,1,0,0
L00024,Email,2026-02-25,0,112,opted_in,event,7,0,0,1,0,0
L00025,Email,2026-04-11,0,79,opted_in,signup_form,8,2,3,1,1,0
L00026,Email,2026-04-10,0,102,opted_in,signup_form,7,1,5,0,0,1
L00027,Email,2026-02-14,0,18,opted_in,import,17,3,5,0,0,0
L00028,Email,2025-12-03,0,76,opted_in,event,4,0,2,0,0,0
L00029,Email,2026-02-20,0,14,opted_in,import,10,2,4,0,1,0
L00030,Email,2026-01-15,0,44,opted_in,gated_content,11,2,4,2,1,0
L00031,Email,2025-12-26,0,66,opted_in,event,14,2,6,1,0,0
L00032,Email,2026-03-18,0,55,opted_in,event,11,3,4,0,0,0
L00033,Email,2026-04-10,0,70,opted_in,event,10,3,6,1,1,0
L00034,Email,2026-03-12,0,39,opted_in,gated_content,12,2,5,2,1,0
L00035,Email,2025-12-01,0,34,opted_in,gated_content,19,3,5,0,1,0
L00036,Email,2025-12-11,0,48,opted_in,gated_content,12,0,2,0,0,0
L00037,Email,2026-04-10,0,64,opted_in,event,12,2,5,1,0,0
L00038,Email,2026-01-02,0,44,opted_in,newsletter,9,1,6,0,0,0
L00039,Email,2026-02-08,0,178,opted_in,gated_content,6,2,4,0,0,0
L00040,Email,2026-05-10,0,23,opted_in,gated_content,11,3,4,0,0,0
L00041,Email,2026-02-11,0,76,opted_out,import,10,1,0,0,0,0
L00042,Email,2025-12-04,0,123,opted_in,newsletter,10,0,0,1,0,0
L00043,Email,2026-05-01,0,88,opted_in,gated_content,12,1,5,1,0,0
L00044,Email,2026-01-04,0,39,opted_in,gated_content,16,1,1,0,0,0
L00045,Email,2026-02-23,0,76,opted_in,signup_form,12,1,5,1,1,0
L00046,Email,2026-03-22,0,69,opted_in,gated_content,6,2,2,1,0,0
L00047,Email,2026-01-20,0,118,opted_in,gated_content,4,1,1,1,0,0
L00048,Email,2026-03-11,0,72,opted_in,gated_content,9,2,0,0,0,0
L00049,Email,2026-01-05,0,73,opted_in,gated_content,5,1,4,2,0,0
L00050,Email,2026-02-23,0,73,opted_in,event,9,2,2,1,0,0
L00051,Email,2026-03-17,0,66,opted_in,import,6,2,2,1,0,0
L00052,Email,2026-03-16,0,60,opted_in,import,6,1,0,1,0,0
L00053,Email,2025-12-17,0,42,opted_in,gated_content,7,3,1,0,1,0
L00054,Email,2026-03-02,0,43,opted_in,import,8,3,0,1,0,1
L00055,Email,2026-05-16,0,40,opted_in,signup_form,12,3,6,2,1,0
L00056,Email,2026-05-08,0,62,opted_in,signup_form,12,0,4,0,0,0
L00057,Email,2026-03-05,0,57,opted_in,gated_content,5,2,5,1,0,1
L00058,Email,2026-04-28,0,43,opted_in,signup_form,12,3,2,0,0,0
L00059,Email,2026-04-25,0,68,opted_in,event,7,1,6,0,1,0
L00060,Email,2026-04-11,0,50,unknown,unknown,7,0,0,1,0,0
L00061,Email,2025-12-19,0,88,opted_in,newsletter,8,2,3,2,0,0
L00062,Email,2026-02-22,0,72,opted_in,signup_form,9,3,2,0,0,0
L00063,Email,2026-02-27,0,101,opted_in,import,8,1,1,0,0,0
L00064,Email,2026-04-17,0,45,opted_in,event,8,3,5,2,0,1
L00065,Email,2026-02-24,0,111,opted_in,event,8,1,3,0,0,0
L00066,Email,2026-01-16,0,14,unknown,unknown,11,2,0,1,0,0
L00067,Email,2026-04-14,0,119,opted_in,newsletter,0,0,0,2,0,0
L00068,Email,2026-03-03,0,93,opted_in,import,6,0,0,1,0,0
L00069,Email,2026-03-27,0,93,opted_in,gated_content,8,3,4,0,0,0
L00070,Email,2025-12-10,0,53,opted_in,import,8,3,5,3,0,1
L00071,Email,2026-01-10,0,118,opted_in,event,11,2,4,0,0,1
L00072,Email,2025-12-11,0,47,opted_in,signup_form,9,4,2,3,0,0
L00073,Email,2026-01-26,0,90,opted_in,event,6,3,5,2,1,0
L00074,Email,2026-03-14,0,30,opted_in,gated_content,15,1,4,2,1,1
L00075,Email,2026-05-27,0,70,unknown,unknown,4,1,0,2,0,0
L00076,Email,2025-12-15,0,61,opted_in,newsletter,8,4,5,1,0,1
L00077,Email,2025-12-27,0,24,opted_in,newsletter,18,4,5,1,1,0
L00078,Email,2025-12-21,0,2,opted_in,gated_content,12,2,3,2,1,0
L00079,Email,2025-12-25,0,47,opted_in,gated_content,11,0,3,1,0,1
L00080,Email,2026-01-26,0,92,opted_in,newsletter,10,1,3,0,0,1
L00081,Email,2026-05-05,0,77,opted_in,import,12,2,3,1,0,0
L00082,Email,2026-02-28,0,91,opted_in,event,10,1,4,0,1,0
L00083,Email,2026-04-22,0,94,opted_in,event,12,0,6,0,0,0
L00084,Email,2026-05-09,0,57,unknown,unknown,8,0,0,1,0,0
L00085,Email,2026-01-24,0,49,opted_in,signup_form,9,3,3,0,0,0
L00086,Email,2026-02-22,0,86,opted_in,gated_content,6,0,2,0,0,0
L00087,Email,2026-01-28,0,74,opted_in,signup_form,10,3,4,1,0,0
L00088,Email,2026-04-09,0,77,opted_in,event,10,2,2,1,0,0
L00089,Email,2026-03-18,0,120,opted_in,import,8,2,1,0,0,0
L00090,Email,2025-12-25,0,96,opted_in,newsletter,8,0,1,2,0,0
L00091,Email,2025-12-15,0,86,opted_in,event,7,2,4,0,0,1
L00092,Email,2026-03-15,0,51,opted_in,newsletter,9,2,1,3,0,0
L00093,Email,2026-03-13,0,93,opted_in,signup_form,10,2,6,1,0,0
L00094,Email,2026-02-04,0,53,opted_in,gated_content,0,0,0,0,0,0
L00095,Email,2025-12-24,0,95,opted_in,event,10,3,0,2,0,1
L00096,Email,2026-02-12,0,131,opted_in,signup_form,8,0,2,0,0,0
L00097,Email,2026-02-12,0,37,opted_in,signup_form,8,2,3,2,0,0
L00098,Email,2026-03-06,0,130,opted_in,import,13,2,3,1,0,1
L00099,Email,2026-02-28,0,72,opted_in,event,10,1,4,1,1,0
L00100,Email,2025-12-15,0,62,opted_in,event,10,2,5,1,0,0
L00101,Email,2026-01-24,0,109,opted_in,import,10,0,0,2,0,0
L00102,Email,2026-03-18,0,113,opted_in,event,3,1,0,0,0,0
L00103,Email,2025-12-05,0,91,opted_in,newsletter,2,2,1,1,1,0
L00104,Email,2026-01-18,0,111,opted_in,import,7,1,2,0,0,1
L00105,Email,2026-02-23,0,38,opted_in,signup_form,16,2,7,2,1,1
L00106,Email,2026-03-01,0,177,opted_in,gated_content,1,1,1,0,0,0
L00107,Email,2026-01-18,0,73,opted_in,newsletter,4,2,0,1,1,1
L00108,Email,2025-12-01,0,29,opted_out,event,11,2,0,2,0,0
L00109,Email,2025-12-07,0,107,opted_in,import,6,1,5,1,0,0
L00110,Email,2026-05-16,0,65,opted_in,event,12,1,8,1,0,0
L00111,Email,2026-03-21,0,21,unknown,unknown,17,3,0,2,1,0
L00112,Email,2026-03-25,0,58,opted_in,event,8,1,5,0,1,0
L00113,Email,2026-01-04,0,107,opted_in,gated_content,7,0,2,0,0,0
L00114,Email,2026-01-13,0,126,opted_in,import,0,0,0,1,0,0
L00115,Email,2026-01-26,0,48,opted_in,newsletter,13,0,5,0,0,1
L00116,Email,2026-02-07,0,26,opted_in,event,15,4,7,1,0,0
L00117,Email,2026-03-15,0,67,opted_in,signup_form,11,3,3,1,0,0
L00118,Email,2026-04-09,0,67,opted_in,signup_form,3,1,2,2,0,0
L00119,Email,2026-04-21,0,61,opted_in,event,8,1,2,1,0,0
L00120,Email,2026-02-16,0,22,opted_in,import,14,4,4,1,0,0
L00121,Email,2026-04-18,0,89,opted_in,event,9,1,5,1,1,0
L00122,Email,2026-04-04,0,131,opted_in,gated_content,5,0,1,1,0,0
L00123,Email,2025-12-21,0,65,opted_in,event,6,0,2,1,0,1
L00124,Email,2026-03-08,0,63,opted_in,newsletter,9,2,4,0,0,0
L00125,Email,2026-04-09,0,100,opted_in,gated_content,5,1,3,1,0,0
L00126,Email,2026-03-08,0,11,opted_in,gated_content,9,1,2,2,0,0
L00127,Email,2026-04-16,0,42,opted_in,newsletter,1,1,4,1,1,0
L00128,Email,2026-01-24,0,0,opted_in,import,12,4,4,0,0,0
L00129,Email,2026-05-27,0,56,unknown,unknown,12,2,0,1,0,0
L00130,Email,2025-12-26,0,44,opted_in,import,13,4,3,2,0,0
L00131,Email,2025-12-05,0,81,opted_in,newsletter,4,1,0,0,1,0
L00132,Email,2026-05-15,0,100,opted_in,newsletter,12,1,4,2,0,0
L00133,Email,2026-03-12,0,118,opted_in,newsletter,7,1,0,0,0,0
L00134,Email,2026-05-21,0,107,opted_in,import,5,0,1,0,0,0
L00135,Email,2025-12-07,0,139,opted_in,gated_content,4,2,0,1,0,0
L00136,Email,2026-02-16,0,86,opted_in,signup_form,7,0,0,2,0,0
L00137,Email,2026-04-21,0,112,opted_out,event,9,1,0,0,0,0
L00138,Email,2026-02-04,0,123,opted_in,import,7,0,4,1,0,0
L00139,Email,2026-05-22,0,78,opted_in,newsletter,2,0,2,0,0,0
L00140,Email,2026-01-08,0,163,opted_out,signup_form,8,0,0,0,0,0
L00141,Email,2025-12-16,0,101,opted_in,newsletter,11,2,1,2,0,1
L00142,Email,2026-03-23,0,94,opted_in,gated_content,5,2,4,0,0,0
L00143,Email,2025-12-12,0,67,opted_in,signup_form,7,0,4,1,1,0
L00144,Email,2026-03-02,0,100,opted_in,newsletter,0,0,2,1,0,0
L00145,Email,2026-04-11,0,74,opted_in,signup_form,12,2,7,1,0,0
L00146,Email,2026-02-18,0,122,opted_in,gated_content,5,0,2,1,0,0
L00147,Email,2026-05-04,0,78,opted_in,signup_form,13,2,6,1,1,0
L00148,Email,2026-03-21,0,129,opted_in,newsletter,9,1,0,2,0,0
L00149,Email,2026-01-23,0,64,opted_in,event,15,3,4,0,0,0
L00150,Email,2026-02-28,0,67,opted_in,import,10,3,6,2,1,0
L00151,Email,2026-02-03,0,76,opted_in,event,2,2,1,1,0,0
L00152,Email,2025-12-25,0,96,opted_in,gated_content,8,0,0,0,0,0
L00153,Email,2026-05-17,0,27,opted_in,event,8,0,3,1,1,0
L00154,Email,2026-04-10,0,50,opted_in,signup_form,13,1,5,0,0,1
L00155,Email,2025-12-08,0,38,opted_in,import,16,2,3,1,1,0
L00156,Email,2026-03-04,0,115,opted_in,signup_form,8,1,6,1,0,0
L00157,Email,2026-02-25,0,66,opted_in,gated_content,2,2,4,1,0,0
L00158,Email,2026-05-27,0,113,opted_in,signup_form,2,1,0,1,0,0
L00159,Email,2026-02-05,0,50,unknown,unknown,9,2,0,1,0,0
L00160,Email,2025-12-14,0,87,opted_in,gated_content,7,0,5,0,0,0
L00161,Email,2026-03-07,0,73,opted_in,event,9,0,4,0,0,1
L00162,Email,2026-01-27,0,63,opted_in,gated_content,1,1,1,0,0,0
L00163,Email,2026-02-11,0,58,opted_in,event,10,0,5,0,0,0
L00164,Email,2026-04-03,0,50,opted_in,event,10,2,0,1,0,0
L00165,Email,2026-02-08,0,132,opted_in,gated_content,4,2,0,2,1,0
L00166,Email,2026-05-15,0,72,opted_in,event,11,1,5,1,0,0
L00167,Email,2026-03-20,0,130,opted_in,gated_content,2,0,2,0,0,0
L00168,Email,2026-03-24,0,109,opted_out,import,0,0,0,1,0,0
L00169,Email,2026-01-17,0,75,opted_in,newsletter,7,2,1,0,1,1
L00170,Email,2026-03-19,0,143,opted_in,gated_content,9,0,0,1,0,0
L00171,Email,2026-05-16,0,33,opted_in,event,12,1,4,1,0,0
L00172,Email,2026-05-23,0,67,opted_in,import,13,0,4,1,1,0
L00173,Email,2026-02-16,0,131,opted_in,import,8,3,0,2,1,0
L00174,Email,2025-12-25,0,95,opted_in,gated_content,12,2,6,1,1,0
L00175,Email,2026-02-17,0,98,opted_in,gated_content,7,2,4,1,1,0
L00176,Email,2026-02-18,0,105,opted_in,newsletter,9,3,1,1,0,1
L00177,Email,2026-04-19,0,70,opted_out,newsletter,11,1,0,0,0,0
L00178,Email,2026-01-11,0,0,opted_in,event,15,3,4,2,0,1
L00179,Email,2026-04-25,0,85,opted_in,event,7,2,1,2,0,0
L00180,Email,2026-05-23,0,21,opted_in,gated_content,9,2,3,1,1,0
L00181,Email,2026-02-13,0,20,opted_in,signup_form,10,4,6,1,0,0
L00182,Email,2026-03-10,0,103,opted_in,event,9,2,4,1,1,0
L00183,Email,2026-02-08,0,111,opted_in,gated_content,7,1,3,1,0,0
L00184,Email,2026-04-07,0,90,opted_in,event,6,1,3,0,0,0
L00185,Email,2026-05-15,0,34,opted_in,newsletter,16,1,4,0,0,0
L00186,Email,2025-12-09,0,73,opted_in,signup_form,12,3,6,0,0,0
L00187,Email,2026-01-28,0,79,opted_in,import,10,3,1,0,0,1
L00188,Email,2025-12-20,0,62,opted_in,newsletter,4,0,0,0,0,0
L00189,Email,2026-04-28,0,45,opted_in,event,15,4,4,0,1,0
L00190,Email,2026-05-24,0,45,opted_in,signup_form,9,1,3,0,1,0
L00191,Email,2026-01-17,0,105,opted_in,gated_content,0,0,1,0,0,0
L00192,Email,2026-05-06,0,19,opted_in,import,12,0,8,1,1,0
L00193,Email,2026-03-16,0,57,opted_in,import,1,0,0,0,0,0
L00194,Email,2025-12-06,0,58,opted_in,newsletter,10,2,2,1,1,0
L00195,Email,2026-01-16,0,9,opted_in,import,9,1,7,1,1,0
L00196,Email,2026-02-06,0,91,opted_in,event,6,1,1,0,0,0
L00197,Email,2026-03-08,0,89,opted_in,signup_form,7,1,4,1,1,0
L00198,Email,2026-02-20,0,53,opted_in,event,13,3,2,2,0,0
L00199,Email,2026-01-09,0,50,opted_in,gated_content,5,1,2,0,0,0
L00200,Email,2026-01-28,0,111,opted_in,signup_form,3,2,0,0,0,0
L00201,Email,2026-03-18,0,87,unknown,unknown,2,2,0,2,0,0
L00202,Email,2026-02-19,0,88,opted_in,import,5,0,3,1,0,0
L00203,Email,2026-01-24,0,83,opted_in,signup_form,7,2,0,2,0,0
L00204,Email,2025-12-11,0,75,opted_in,event,12,2,3,0,1,1
L00205,Email,2026-02-13,0,75,opted_in,event,10,3,5,2,0,0
L00206,Email,2026-03-15,0,64,opted_in,gated_content,11,3,0,1,0,0
L00207,Email,2025-12-24,0,51,opted_in,newsletter,9,0,1,0,0,0
L00208,Email,2026-05-27,0,111,opted_in,event,6,1,2,2,0,0
L00209,Email,2026-01-22,0,89,opted_in,newsletter,9,3,1,1,0,0
L00210,Email,2026-03-04,0,0,opted_in,signup_form,14,2,4,1,1,1
L00211,Email,2026-02-07,0,16,opted_in,import,10,3,4,1,0,1
L00212,Email,2025-12-13,0,39,opted_in,event,11,4,0,1,0,1
L00213,Email,2026-05-06,0,48,opted_in,gated_content,17,0,5,2,1,1
L00214,Email,2026-01-17,0,96,opted_in,event,2,0,2,0,0,0
L00215,Email,2026-05-18,0,73,opted_in,signup_form,9,1,4,1,0,0
L00216,Email,2026-04-27,0,61,opted_in,gated_content,11,2,2,0,1,0
L00217,Email,2026-01-02,0,30,opted_in,import,4,4,0,1,1,1
L00218,Email,2026-05-05,0,62,opted_in,event,11,1,0,2,0,1
L00219,Email,2026-03-08,0,126,opted_in,event,4,0,3,2,0,0
L00220,Email,2026-04-01,0,11,opted_in,event,14,3,6,2,0,1
L00221,Email,2026-02-08,0,117,opted_in,signup_form,4,1,3,2,0,0
L00222,Email,2026-01-27,0,133,opted_in,signup_form,6,0,0,0,0,0
L00223,Email,2026-04-25,0,75,unknown,unknown,12,1,0,0,1,0
L00224,Email,2026-04-11,0,110,opted_in,import,5,2,0,0,0,0
L00225,Email,2026-02-12,0,40,opted_in,gated_content,11,2,5,1,0,0
L00226,Email,2026-02-01,0,78,opted_in,newsletter,3,0,2,1,0,0
L00227,Email,2026-01-06,0,78,opted_in,gated_content,10,1,3,0,0,0
L00228,Email,2025-12-07,0,29,opted_in,event,13,4,8,1,1,0
L00229,Email,2026-03-27,0,45,opted_out,signup_form,12,3,0,1,1,0
L00230,Email,2026-01-10,0,59,opted_in,gated_content,12,3,4,1,0,0
L00231,Email,2026-04-28,0,4,opted_in,newsletter,14,4,6,2,1,0
L00232,Email,2026-03-04,0,83,opted_in,newsletter,11,1,4,1,0,0
L00233,Email,2026-01-09,0,51,opted_in,newsletter,6,1,4,0,0,0
L00234,Email,2026-02-18,0,84,opted_out,signup_form,6,0,0,0,0,0
L00235,Email,2026-02-13,0,67,opted_in,newsletter,2,1,1,0,0,1
L00236,Email,2026-02-26,0,56,opted_in,event,7,0,1,1,0,0
L00237,Email,2026-03-27,0,95,opted_in,gated_content,5,1,1,1,0,0
