customer_id,acquisition_channel,cohort_month,signup_date,order_id,order_date,order_value_eur
C00229,Organic Search,2026-02,2026-02-13,C00229-2,2026-03-27,67.03
C00229,Organic Search,2026-02,2026-02-13,C00229-3,2026-05-07,85.74
C00230,Organic Search,2026-01,2026-01-19,C00230-1,2026-01-19,34.98
C00231,Organic Search,2026-05,2026-05-28,C00231-1,2026-05-28,104.71
C00232,Organic Search,2026-02,2026-02-12,C00232-1,2026-02-12,99.98
C00233,Organic Search,2026-04,2026-04-04,C00233-1,2026-04-04,78.14
C00233,Organic Search,2026-04,2026-04-04,C00233-2,2026-05-09,73.03
C00234,Organic Search,2025-12,2025-12-01,C00234-1,2025-12-01,94.77
C00235,Organic Search,2026-04,2026-04-22,C00235-1,2026-04-22,112.08
C00235,Organic Search,2026-04,2026-04-22,C00235-2,2026-05-23,57.48
C00236,Organic Search,2026-05,2026-05-14,C00236-1,2026-05-14,70.95
C00237,Organic Search,2026-02,2026-02-11,C00237-1,2026-02-11,89.59
C00238,Organic Search,2026-01,2026-01-22,C00238-1,2026-01-22,49.92
C00239,Organic Search,2026-03,2026-03-28,C00239-1,2026-03-28,53.86
C00239,Organic Search,2026-03,2026-03-28,C00239-2,2026-04-18,96.78
C00239,Organic Search,2026-03,2026-03-28,C00239-3,2026-05-25,57.78
C00240,Organic Search,2026-04,2026-04-07,C00240-1,2026-04-07,73.67
C00241,Organic Search,2025-12,2025-12-17,C00241-1,2025-12-17,87.36
C00241,Organic Search,2025-12,2025-12-17,C00241-2,2026-01-15,62.36
C00242,Organic Search,2026-05,2026-05-15,C00242-1,2026-05-15,106.24
C00243,Organic Search,2026-04,2026-04-03,C00243-1,2026-04-03,79.85
C00243,Organic Search,2026-04,2026-04-03,C00243-2,2026-04-12,95.29
C00244,Organic Search,2026-04,2026-04-15,C00244-1,2026-04-15,48.61
C00245,Organic Search,2025-12,2025-12-07,C00245-1,2025-12-07,131.72
C00246,Organic Search,2026-02,2026-02-04,C00246-1,2026-02-04,77.08
C00247,Organic Search,2025-12,2025-12-13,C00247-1,2025-12-13,65.18
C00247,Organic Search,2025-12,2025-12-13,C00247-2,2026-01-25,102.07
C00248,Organic Search,2026-02,2026-02-17,C00248-1,2026-02-17,77.47
C00248,Organic Search,2026-02,2026-02-17,C00248-2,2026-03-09,104.66
C00248,Organic Search,2026-02,2026-02-17,C00248-3,2026-04-25,51.67
C00248,Organic Search,2026-02,2026-02-17,C00248-4,2026-05-31,42.1
C00249,Organic Search,2026-02,2026-02-11,C00249-1,2026-02-11,87.98
C00250,Organic Search,2026-01,2026-01-17,C00250-1,2026-01-17,39.27
C00250,Organic Search,2026-01,2026-01-17,C00250-2,2026-03-04,75.82
C00250,Organic Search,2026-01,2026-01-17,C00250-3,2026-04-01,56.11
C00251,Organic Search,2025-12,2025-12-12,C00251-1,2025-12-12,105.74
C00252,Organic Search,2026-04,2026-04-08,C00252-1,2026-04-08,78.98
C00253,Organic Search,2026-03,2026-03-25,C00253-1,2026-03-25,74.36
C00254,Organic Search,2026-02,2026-02-11,C00254-1,2026-02-11,76.14
C00255,Organic Search,2025-12,2025-12-01,C00255-1,2025-12-01,94.54
C00255,Organic Search,2025-12,2025-12-01,C00255-2,2026-01-04,97.58
C00256,Organic Search,2026-04,2026-04-23,C00256-1,2026-04-23,79.79
C00257,Organic Search,2025-12,2025-12-06,C00257-1,2025-12-06,78.8
C00258,Organic Search,2026-01,2026-01-22,C00258-1,2026-01-22,73.44
C00259,Organic Search,2026-03,2026-03-08,C00259-1,2026-03-08,72.59
C00259,Organic Search,2026-03,2026-03-08,C00259-2,2026-04-04,82.88
C00260,Organic Search,2026-02,2026-02-05,C00260-1,2026-02-05,83.73
C00260,Organic Search,2026-02,2026-02-05,C00260-2,2026-02-26,96.14
C00261,Organic Search,2026-05,2026-05-21,C00261-1,2026-05-21,94.36
C00262,Organic Search,2026-04,2026-04-22,C00262-1,2026-04-22,58.38
C00263,Organic Search,2025-12,2025-12-27,C00263-1,2025-12-27,85.63
C00264,Organic Search,2026-02,2026-02-25,C00264-1,2026-02-25,95.58
C00264,Organic Search,2026-02,2026-02-25,C00264-2,2026-04-28,91.37
C00265,Organic Search,2025-12,2025-12-24,C00265-1,2025-12-24,91.79
C00266,Organic Search,2026-03,2026-03-04,C00266-1,2026-03-04,109.62
C00266,Organic Search,2026-03,2026-03-04,C00266-2,2026-04-07,90.86
C00267,Organic Search,2026-05,2026-05-01,C00267-1,2026-05-01,76.92
C00268,Organic Search,2025-12,2025-12-14,C00268-1,2025-12-14,132.87
C00268,Organic Search,2025-12,2025-12-14,C00268-2,2026-02-01,86.66
C00268,Organic Search,2025-12,2025-12-14,C00268-3,2026-03-05,109.32
C00269,Organic Search,2026-05,2026-05-18,C00269-1,2026-05-18,72.16
C00270,Organic Search,2026-01,2026-01-26,C00270-1,2026-01-26,101.57
C00270,Organic Search,2026-01,2026-01-26,C00270-2,2026-03-03,119.61
C00270,Organic Search,2026-01,2026-01-26,C00270-3,2026-03-27,66.8
C00270,Organic Search,2026-01,2026-01-26,C00270-4,2026-04-27,80.67
C00271,Organic Search,2026-04,2026-04-01,C00271-1,2026-04-01,143.0
C00272,Organic Search,2025-12,2025-12-25,C00272-1,2025-12-25,101.05
C00273,Organic Search,2026-02,2026-02-05,C00273-1,2026-02-05,103.7
C00273,Organic Search,2026-02,2026-02-05,C00273-2,2026-03-16,98.36
C00274,Organic Search,2026-04,2026-04-02,C00274-1,2026-04-02,78.7
C00275,Organic Search,2026-02,2026-02-10,C00275-1,2026-02-10,67.9
C00275,Organic Search,2026-02,2026-02-10,C00275-2,2026-03-26,115.41
C00276,Organic Search,2026-03,2026-03-28,C00276-1,2026-03-28,94.45
C00276,Organic Search,2026-03,2026-03-28,C00276-2,2026-04-30,101.89
C00276,Organic Search,2026-03,2026-03-28,C00276-3,2026-05-23,96.21
C00277,Organic Search,2026-01,2026-01-02,C00277-1,2026-01-02,77.63
C00277,Organic Search,2026-01,2026-01-02,C00277-2,2026-02-07,94.63
C00278,Organic Search,2026-04,2026-04-02,C00278-1,2026-04-02,99.89
C00278,Organic Search,2026-04,2026-04-02,C00278-2,2026-04-29,80.3
C00279,Organic Search,2025-12,2025-12-01,C00279-1,2025-12-01,104.16
C00279,Organic Search,2025-12,2025-12-01,C00279-2,2026-01-11,79.74
C00280,Organic Search,2025-12,2025-12-03,C00280-1,2025-12-03,69.43
C00280,Organic Search,2025-12,2025-12-03,C00280-2,2026-01-12,71.44
C00281,Organic Search,2026-03,2026-03-13,C00281-1,2026-03-13,64.49
C00282,Organic Search,2025-12,2025-12-03,C00282-1,2025-12-03,57.96
C00283,Organic Search,2026-05,2026-05-25,C00283-1,2026-05-25,70.19
C00284,Organic Search,2026-03,2026-03-14,C00284-1,2026-03-14,109.47
C00284,Organic Search,2026-03,2026-03-14,C00284-2,2026-05-04,90.43
C00285,Organic Search,2025-12,2025-12-18,C00285-1,2025-12-18,84.69
C00285,Organic Search,2025-12,2025-12-18,C00285-2,2026-02-02,92.46
C00285,Organic Search,2025-12,2025-12-18,C00285-3,2026-03-26,99.56
C00286,Organic Search,2026-05,2026-05-28,C00286-1,2026-05-28,79.96
C00287,Organic Search,2026-01,2026-01-06,C00287-1,2026-01-06,75.69
C00287,Organic Search,2026-01,2026-01-06,C00287-2,2026-02-27,59.21
C00288,Organic Search,2025-12,2025-12-10,C00288-1,2025-12-10,102.04
C00289,Organic Search,2026-03,2026-03-05,C00289-1,2026-03-05,80.43
C00290,Organic Search,2026-03,2026-03-12,C00290-1,2026-03-12,56.39
C00290,Organic Search,2026-03,2026-03-12,C00290-2,2026-04-23,64.19
C00291,Organic Search,2026-05,2026-05-01,C00291-1,2026-05-01,86.21
C00292,Organic Search,2026-04,2026-04-13,C00292-1,2026-04-13,72.16
C00293,Organic Search,2026-05,2026-05-03,C00293-1,2026-05-03,87.95
C00294,Organic Search,2026-03,2026-03-13,C00294-1,2026-03-13,87.79
C00294,Organic Search,2026-03,2026-03-13,C00294-2,2026-04-20,133.21
C00295,Organic Search,2026-03,2026-03-17,C00295-1,2026-03-17,63.27
C00296,Organic Search,2026-01,2026-01-08,C00296-1,2026-01-08,74.67
C00296,Organic Search,2026-01,2026-01-08,C00296-2,2026-01-22,104.11
C00296,Organic Search,2026-01,2026-01-08,C00296-3,2026-03-12,37.21
C00296,Organic Search,2026-01,2026-01-08,C00296-4,2026-04-20,66.3
C00296,Organic Search,2026-01,2026-01-08,C00296-5,2026-05-31,72.09
C00297,Organic Search,2026-03,2026-03-27,C00297-1,2026-03-27,124.68
C00298,Organic Search,2025-12,2025-12-06,C00298-1,2025-12-06,86.81
C00299,Organic Search,2026-05,2026-05-03,C00299-1,2026-05-03,90.8
C00300,Organic Search,2025-12,2025-12-09,C00300-1,2025-12-09,108.56
C00301,Organic Search,2026-03,2026-03-02,C00301-1,2026-03-02,81.49
C00301,Organic Search,2026-03,2026-03-02,C00301-2,2026-04-10,54.04
C00302,Organic Search,2026-02,2026-02-17,C00302-1,2026-02-17,57.63
C00302,Organic Search,2026-02,2026-02-17,C00302-2,2026-03-17,74.16
C00303,Organic Search,2025-12,2025-12-13,C00303-1,2025-12-13,96.57
C00303,Organic Search,2025-12,2025-12-13,C00303-2,2026-02-01,60.62
C00303,Organic Search,2025-12,2025-12-13,C00303-3,2026-03-15,75.51
C00304,Organic Search,2026-05,2026-05-10,C00304-1,2026-05-10,61.41
C00305,Organic Search,2026-03,2026-03-03,C00305-1,2026-03-03,43.57
C00305,Organic Search,2026-03,2026-03-03,C00305-2,2026-04-11,76.18
C00305,Organic Search,2026-03,2026-03-03,C00305-3,2026-05-12,97.19
C00306,Organic Search,2026-04,2026-04-26,C00306-1,2026-04-26,73.75
C00307,Organic Search,2026-03,2026-03-18,C00307-1,2026-03-18,124.06
C00307,Organic Search,2026-03,2026-03-18,C00307-2,2026-04-26,98.6
C00308,Organic Search,2026-03,2026-03-20,C00308-1,2026-03-20,83.43
C00308,Organic Search,2026-03,2026-03-20,C00308-2,2026-04-29,78.32
C00309,Organic Search,2026-04,2026-04-05,C00309-1,2026-04-05,55.31
C00309,Organic Search,2026-04,2026-04-05,C00309-2,2026-05-01,114.93
C00310,Organic Search,2026-02,2026-02-05,C00310-1,2026-02-05,68.36
C00310,Organic Search,2026-02,2026-02-05,C00310-2,2026-03-26,45.23
C00310,Organic Search,2026-02,2026-02-05,C00310-3,2026-05-11,87.16
C00311,Organic Search,2025-12,2025-12-10,C00311-1,2025-12-10,46.12
C00312,Organic Search,2026-04,2026-04-19,C00312-1,2026-04-19,94.64
C00313,Organic Search,2026-02,2026-02-26,C00313-1,2026-02-26,87.4
C00313,Organic Search,2026-02,2026-02-26,C00313-2,2026-04-10,121.83
C00314,Organic Search,2026-01,2026-01-16,C00314-1,2026-01-16,125.12
C00314,Organic Search,2026-01,2026-01-16,C00314-2,2026-02-26,113.96
C00314,Organic Search,2026-01,2026-01-16,C00314-3,2026-04-20,64.45
C00314,Organic Search,2026-01,2026-01-16,C00314-4,2026-05-24,126.75
C00315,Organic Search,2025-12,2025-12-10,C00315-1,2025-12-10,59.41
C00315,Organic Search,2025-12,2025-12-10,C00315-2,2026-01-19,143.07
C00315,Organic Search,2025-12,2025-12-10,C00315-3,2026-02-14,50.71
C00316,Organic Search,2026-03,2026-03-11,C00316-1,2026-03-11,90.06
C00316,Organic Search,2026-03,2026-03-11,C00316-2,2026-05-21,115.88
C00317,Organic Search,2026-04,2026-04-13,C00317-1,2026-04-13,64.59
C00318,Organic Search,2026-02,2026-02-09,C00318-1,2026-02-09,140.42
C00319,Organic Search,2026-02,2026-02-21,C00319-1,2026-02-21,100.03
C00320,Organic Search,2025-12,2025-12-19,C00320-1,2025-12-19,89.99
C00320,Organic Search,2025-12,2025-12-19,C00320-2,2026-01-14,84.2
C00320,Organic Search,2025-12,2025-12-19,C00320-3,2026-02-09,77.04
C00320,Organic Search,2025-12,2025-12-19,C00320-4,2026-03-22,57.21
C00321,Paid Search,2026-01,2026-01-11,C00321-1,2026-01-11,79.99
C00321,Paid Search,2026-01,2026-01-11,C00321-2,2026-01-18,65.86
C00321,Paid Search,2026-01,2026-01-11,C00321-3,2026-02-07,87.18
C00322,Paid Search,2026-04,2026-04-01,C00322-1,2026-04-01,108.5
C00322,Paid Search,2026-04,2026-04-01,C00322-2,2026-05-23,73.94
C00323,Paid Search,2026-01,2026-01-24,C00323-1,2026-01-24,55.6
C00323,Paid Search,2026-01,2026-01-24,C00323-2,2026-02-24,91.67
C00324,Paid Search,2026-04,2026-04-27,C00324-1,2026-04-27,102.71
C00325,Paid Search,2026-02,2026-02-01,C00325-1,2026-02-01,117.71
C00325,Paid Search,2026-02,2026-02-01,C00325-2,2026-03-10,71.63
C00326,Paid Search,2026-01,2026-01-06,C00326-1,2026-01-06,104.82
C00327,Paid Search,2026-04,2026-04-08,C00327-1,2026-04-08,88.37
C00327,Paid Search,2026-04,2026-04-08,C00327-2,2026-05-08,66.27
C00328,Paid Search,2026-02,2026-02-25,C00328-1,2026-02-25,88.29
C00328,Paid Search,2026-02,2026-02-25,C00328-2,2026-04-19,134.41
C00329,Paid Search,2026-05,2026-05-26,C00329-1,2026-05-26,80.24
C00330,Paid Search,2026-05,2026-05-18,C00330-1,2026-05-18,68.27
C00331,Paid Search,2026-02,2026-02-25,C00331-1,2026-02-25,71.39
C00332,Paid Search,2026-04,2026-04-21,C00332-1,2026-04-21,77.2
C00332,Paid Search,2026-04,2026-04-21,C00332-2,2026-05-04,82.49
C00333,Paid Search,2026-05,2026-05-20,C00333-1,2026-05-20,127.13
C00334,Paid Search,2025-12,2025-12-06,C00334-1,2025-12-06,122.38
C00334,Paid Search,2025-12,2025-12-06,C00334-2,2026-01-12,81.62
C00335,Paid Search,2026-01,2026-01-18,C00335-1,2026-01-18,61.44
C00336,Paid Search,2026-05,2026-05-22,C00336-1,2026-05-22,90.84
C00337,Paid Search,2026-02,2026-02-21,C00337-1,2026-02-21,79.64
C00337,Paid Search,2026-02,2026-02-21,C00337-2,2026-03-28,92.34
C00338,Paid Search,2026-04,2026-04-28,C00338-1,2026-04-28,72.74
C00338,Paid Search,2026-04,2026-04-28,C00338-2,2026-05-22,102.58
C00339,Paid Search,2026-02,2026-02-12,C00339-1,2026-02-12,68.11
C00340,Paid Search,2026-05,2026-05-26,C00340-1,2026-05-26,64.79
C00341,Paid Search,2025-12,2025-12-26,C00341-1,2025-12-26,73.03
C00342,Paid Search,2025-12,2025-12-16,C00342-1,2025-12-16,118.75
C00343,Paid Search,2025-12,2025-12-02,C00343-1,2025-12-02,76.0
C00344,Paid Search,2026-03,2026-03-22,C00344-1,2026-03-22,37.09
C00345,Paid Search,2026-03,2026-03-15,C00345-1,2026-03-15,70.14
C00345,Paid Search,2026-03,2026-03-15,C00345-2,2026-04-26,52.41
C00346,Paid Search,2026-02,2026-02-11,C00346-1,2026-02-11,45.34
C00347,Paid Search,2026-02,2026-02-19,C00347-1,2026-02-19,100.34
C00348,Paid Search,2026-05,2026-05-22,C00348-1,2026-05-22,72.28
C00349,Paid Search,2026-02,2026-02-28,C00349-1,2026-02-28,81.43
C00350,Paid Search,2026-03,2026-03-23,C00350-1,2026-03-23,76.66
C00350,Paid Search,2026-03,2026-03-23,C00350-2,2026-05-03,66.23
C00351,Paid Search,2026-04,2026-04-04,C00351-1,2026-04-04,78.31
C00352,Paid Search,2026-02,2026-02-21,C00352-1,2026-02-21,104.08
C00353,Paid Search,2026-03,2026-03-02,C00353-1,2026-03-02,49.13
C00353,Paid Search,2026-03,2026-03-02,C00353-2,2026-03-11,39.9
C00353,Paid Search,2026-03,2026-03-02,C00353-3,2026-04-29,104.05
C00354,Paid Search,2026-02,2026-02-24,C00354-1,2026-02-24,93.41
C00355,Paid Search,2026-01,2026-01-27,C00355-1,2026-01-27,98.9
C00355,Paid Search,2026-01,2026-01-27,C00355-2,2026-02-19,110.36
C00356,Paid Search,2026-04,2026-04-03,C00356-1,2026-04-03,42.66
C00357,Paid Search,2026-02,2026-02-08,C00357-1,2026-02-08,108.9
C00358,Paid Search,2025-12,2025-12-19,C00358-1,2025-12-19,101.2
C00359,Paid Search,2025-12,2025-12-02,C00359-1,2025-12-02,84.79
C00360,Paid Search,2025-12,2025-12-22,C00360-1,2025-12-22,72.77
C00360,Paid Search,2025-12,2025-12-22,C00360-2,2026-01-10,98.21
C00360,Paid Search,2025-12,2025-12-22,C00360-3,2026-02-15,68.08
C00361,Paid Search,2025-12,2025-12-03,C00361-1,2025-12-03,75.82
C00361,Paid Search,2025-12,2025-12-03,C00361-2,2026-01-12,75.93
C00362,Paid Search,2026-02,2026-02-23,C00362-1,2026-02-23,89.79
C00362,Paid Search,2026-02,2026-02-23,C00362-2,2026-03-02,86.35
C00363,Paid Search,2026-04,2026-04-04,C00363-1,2026-04-04,97.45
C00364,Paid Search,2026-05,2026-05-28,C00364-1,2026-05-28,77.58
C00365,Paid Search,2026-01,2026-01-07,C00365-1,2026-01-07,86.53
C00365,Paid Search,2026-01,2026-01-07,C00365-2,2026-02-24,96.14
C00366,Paid Search,2026-02,2026-02-07,C00366-1,2026-02-07,65.2
C00366,Paid Search,2026-02,2026-02-07,C00366-2,2026-02-22,95.49
C00366,Paid Search,2026-02,2026-02-07,C00366-3,2026-03-25,104.71
C00367,Paid Search,2026-04,2026-04-03,C00367-1,2026-04-03,80.99
C00367,Paid Search,2026-04,2026-04-03,C00367-2,2026-05-16,40.35
C00368,Paid Search,2026-04,2026-04-11,C00368-1,2026-04-11,79.94
C00368,Paid Search,2026-04,2026-04-11,C00368-2,2026-05-25,38.18
C00369,Paid Search,2026-02,2026-02-15,C00369-1,2026-02-15,65.19
C00370,Paid Search,2026-03,2026-03-18,C00370-1,2026-03-18,78.6
C00371,Paid Search,2026-01,2026-01-15,C00371-1,2026-01-15,95.62
C00372,Paid Search,2026-03,2026-03-27,C00372-1,2026-03-27,74.49
C00372,Paid Search,2026-03,2026-03-27,C00372-2,2026-04-10,22.94
C00372,Paid Search,2026-03,2026-03-27,C00372-3,2026-05-07,78.65
C00373,Paid Search,2026-05,2026-05-12,C00373-1,2026-05-12,86.25
C00374,Paid Search,2026-05,2026-05-11,C00374-1,2026-05-11,55.24
C00375,Paid Search,2025-12,2025-12-09,C00375-1,2025-12-09,51.93
C00376,Paid Search,2026-05,2026-05-09,C00376-1,2026-05-09,75.96
C00377,Paid Search,2026-03,2026-03-25,C00377-1,2026-03-25,96.27
C00377,Paid Search,2026-03,2026-03-25,C00377-2,2026-04-24,53.75
C00378,Paid Search,2026-04,2026-04-27,C00378-1,2026-04-27,53.98
C00379,Paid Search,2026-02,2026-02-14,C00379-1,2026-02-14,110.14
C00380,Paid Search,2026-03,2026-03-26,C00380-1,2026-03-26,95.8
C00381,Paid Search,2026-02,2026-02-25,C00381-1,2026-02-25,45.38
C00382,Paid Search,2026-03,2026-03-23,C00382-1,2026-03-23,66.75
C00383,Paid Search,2026-02,2026-02-05,C00383-1,2026-02-05,42.31
C00384,Paid Search,2026-02,2026-02-10,C00384-1,2026-02-10,89.27
C00385,Paid Search,2025-12,2025-12-20,C00385-1,2025-12-20,53.81
C00385,Paid Search,2025-12,2025-12-20,C00385-2,2026-02-11,67.08
C00385,Paid Search,2025-12,2025-12-20,C00385-3,2026-02-24,90.13
C00386,Paid Search,2026-03,2026-03-04,C00386-1,2026-03-04,96.56
C00387,Paid Search,2026-01,2026-01-15,C00387-1,2026-01-15,68.61
C00388,Paid Search,2026-02,2026-02-14,C00388-1,2026-02-14,71.59
C00389,Paid Search,2026-01,2026-01-25,C00389-1,2026-01-25,40.73
C00389,Paid Search,2026-01,2026-01-25,C00389-2,2026-03-08,84.08
C00389,Paid Search,2026-01,2026-01-25,C00389-3,2026-04-18,97.87
C00390,Paid Search,2025-12,2025-12-08,C00390-1,2025-12-08,67.93
C00391,Paid Search,2026-01,2026-01-09,C00391-1,2026-01-09,97.45
C00391,Paid Search,2026-01,2026-01-09,C00391-2,2026-02-21,73.97
C00391,Paid Search,2026-01,2026-01-09,C00391-3,2026-03-20,83.64
C00392,Paid Search,2026-05,2026-05-08,C00392-1,2026-05-08,94.93
C00393,Paid Search,2026-02,2026-02-13,C00393-1,2026-02-13,101.89
C00393,Paid Search,2026-02,2026-02-13,C00393-2,2026-03-19,128.73
C00394,Paid Search,2026-02,2026-02-10,C00394-1,2026-02-10,54.39
C00394,Paid Search,2026-02,2026-02-10,C00394-2,2026-03-08,71.16
C00395,Paid Search,2025-12,2025-12-24,C00395-1,2025-12-24,104.78
C00396,Paid Search,2025-12,2025-12-17,C00396-1,2025-12-17,71.31
C00396,Paid Search,2025-12,2025-12-17,C00396-2,2026-01-16,67.11
C00397,Paid Search,2026-04,2026-04-04,C00397-1,2026-04-04,25.38
C00398,Paid Search,2025-12,2025-12-27,C00398-1,2025-12-27,83.3
C00399,Paid Search,2026-01,2026-01-11,C00399-1,2026-01-11,76.94
C00400,Paid Search,2026-05,2026-05-22,C00400-1,2026-05-22,95.52
C00401,Paid Search,2026-04,2026-04-02,C00401-1,2026-04-02,51.44
C00402,Paid Search,2026-05,2026-05-24,C00402-1,2026-05-24,69.59
C00403,Paid Search,2026-03,2026-03-22,C00403-1,2026-03-22,71.78
C00403,Paid Search,2026-03,2026-03-22,C00403-2,2026-05-15,86.77
C00404,Paid Search,2026-03,2026-03-12,C00404-1,2026-03-12,100.39
C00405,Paid Search,2026-01,2026-01-04,C00405-1,2026-01-04,83.31
C00405,Paid Search,2026-01,2026-01-04,C00405-2,2026-02-20,96.36
C00406,Paid Search,2026-04,2026-04-23,C00406-1,2026-04-23,53.27
C00407,Paid Search,2026-02,2026-02-05,C00407-1,2026-02-05,109.33
C00408,Paid Search,2025-12,2025-12-23,C00408-1,2025-12-23,79.19
C00409,Paid Search,2026-03,2026-03-06,C00409-1,2026-03-06,101.07
C00409,Paid Search,2026-03,2026-03-06,C00409-2,2026-04-05,73.0
C00409,Paid Search,2026-03,2026-03-06,C00409-3,2026-05-13,103.83
C00410,Paid Search,2026-03,2026-03-26,C00410-1,2026-03-26,75.48
C00411,Paid Search,2025-12,2025-12-28,C00411-1,2025-12-28,41.48
C00411,Paid Search,2025-12,2025-12-28,C00411-2,2026-02-07,61.39
C00412,Paid Search,2026-02,2026-02-15,C00412-1,2026-02-15,55.7
C00413,Paid Search,2025-12,2025-12-25,C00413-1,2025-12-25,65.91
C00413,Paid Search,2025-12,2025-12-25,C00413-2,2026-01-22,64.79
C00414,Paid Search,2026-03,2026-03-22,C00414-1,2026-03-22,95.53
C00414,Paid Search,2026-03,2026-03-22,C00414-2,2026-04-26,115.32
C00415,Paid Search,2026-05,2026-05-23,C00415-1,2026-05-23,122.08
C00416,Paid Search,2025-12,2025-12-15,C00416-1,2025-12-15,62.26
C00416,Paid Search,2025-12,2025-12-15,C00416-2,2026-01-17,111.84
C00417,Paid Search,2026-02,2026-02-11,C00417-1,2026-02-11,60.6
C00418,Paid Search,2026-04,2026-04-27,C00418-1,2026-04-27,68.82
C00419,Paid Search,2026-01,2026-01-16,C00419-1,2026-01-16,55.46
C00419,Paid Search,2026-01,2026-01-16,C00419-2,2026-02-28,56.51
C00420,Paid Search,2026-03,2026-03-02,C00420-1,2026-03-02,76.53
C00421,Paid Search,2026-02,2026-02-24,C00421-1,2026-02-24,80.92
C00422,Paid Search,2026-04,2026-04-03,C00422-1,2026-04-03,27.82
C00422,Paid Search,2026-04,2026-04-03,C00422-2,2026-05-16,78.86
C00423,Paid Search,2026-03,2026-03-05,C00423-1,2026-03-05,77.85
C00423,Paid Search,2026-03,2026-03-05,C00423-2,2026-04-03,55.25
C00423,Paid Search,2026-03,2026-03-05,C00423-3,2026-05-21,79.12
C00424,Paid Search,2026-02,2026-02-06,C00424-1,2026-02-06,109.95
C00424,Paid Search,2026-02,2026-02-06,C00424-2,2026-04-01,60.16
C00425,Paid Search,2026-03,2026-03-11,C00425-1,2026-03-11,68.01
C00426,Paid Search,2026-01,2026-01-08,C00426-1,2026-01-08,58.84
C00426,Paid Search,2026-01,2026-01-08,C00426-2,2026-02-03,73.74
C00427,Paid Search,2026-01,2026-01-04,C00427-1,2026-01-04,119.69
C00428,Paid Search,2025-12,2025-12-12,C00428-1,2025-12-12,86.3
C00428,Paid Search,2025-12,2025-12-12,C00428-2,2026-01-11,93.98
C00429,Paid Search,2026-05,2026-05-24,C00429-1,2026-05-24,58.83
C00430,Paid Search,2026-02,2026-02-22,C00430-1,2026-02-22,90.86
C00431,Paid Search,2025-12,2025-12-08,C00431-1,2025-12-08,74.78
C00431,Paid Search,2025-12,2025-12-08,C00431-2,2025-12-28,86.63
C00432,Paid Search,2025-12,2025-12-14,C00432-1,2025-12-14,62.08
C00433,Paid Search,2026-04,2026-04-18,C00433-1,2026-04-18,108.0
C00434,Paid Search,2026-03,2026-03-27,C00434-1,2026-03-27,64.39
C00434,Paid Search,2026-03,2026-03-27,C00434-2,2026-04-09,115.13
C00435,Paid Search,2026-04,2026-04-11,C00435-1,2026-04-11,74.18
C00435,Paid Search,2026-04,2026-04-11,C00435-2,2026-05-22,91.74
C00436,Paid Search,2026-01,2026-01-07,C00436-1,2026-01-07,68.5
C00436,Paid Search,2026-01,2026-01-07,C00436-2,2026-01-26,82.96
C00437,Paid Search,2026-01,2026-01-26,C00437-1,2026-01-26,84.85
C00437,Paid Search,2026-01,2026-01-26,C00437-2,2026-03-09,99.97
C00437,Paid Search,2026-01,2026-01-26,C00437-3,2026-04-22,90.34
C00438,Paid Search,2026-03,2026-03-03,C00438-1,2026-03-03,76.85
C00439,Paid Search,2026-03,2026-03-05,C00439-1,2026-03-05,132.52
C00440,Paid Search,2026-04,2026-04-16,C00440-1,2026-04-16,58.67
C00441,Paid Search,2025-12,2025-12-19,C00441-1,2025-12-19,67.13
C00442,Paid Search,2026-03,2026-03-06,C00442-1,2026-03-06,51.95
C00443,Paid Search,2026-05,2026-05-03,C00443-1,2026-05-03,75.75
C00444,Paid Search,2026-03,2026-03-17,C00444-1,2026-03-17,90.37
C00445,Paid Search,2026-02,2026-02-13,C00445-1,2026-02-13,98.4
C00445,Paid Search,2026-02,2026-02-13,C00445-2,2026-03-16,104.09
C00445,Paid Search,2026-02,2026-02-13,C00445-3,2026-04-23,75.94
C00446,Paid Search,2026-01,2026-01-27,C00446-1,2026-01-27,97.21
C00446,Paid Search,2026-01,2026-01-27,C00446-2,2026-02-14,65.05
C00447,Paid Search,2025-12,2025-12-26,C00447-1,2025-12-26,53.04
C00448,Paid Search,2026-03,2026-03-23,C00448-1,2026-03-23,50.89
C00449,Paid Search,2026-01,2026-01-19,C00449-1,2026-01-19,44.48
C00450,Paid Search,2025-12,2025-12-07,C00450-1,2025-12-07,89.71
C00451,Paid Search,2026-01,2026-01-07,C00451-1,2026-01-07,88.26
C00451,Paid Search,2026-01,2026-01-07,C00451-2,2026-01-20,90.49
C00452,Paid Search,2026-01,2026-01-10,C00452-1,2026-01-10,94.6
C00452,Paid Search,2026-01,2026-01-10,C00452-2,2026-02-18,66.55
C00453,Paid Search,2026-02,2026-02-18,C00453-1,2026-02-18,87.55
C00453,Paid Search,2026-02,2026-02-18,C00453-2,2026-03-09,110.69
C00454,Paid Search,2026-03,2026-03-17,C00454-1,2026-03-17,93.65
C00455,Paid Search,2026-05,2026-05-19,C00455-1,2026-05-19,52.07
C00456,Paid Search,2026-04,2026-04-21,C00456-1,2026-04-21,69.78
C00457,Paid Search,2026-02,2026-02-10,C00457-1,2026-02-10,49.82
C00457,Paid Search,2026-02,2026-02-10,C00457-2,2026-04-06,73.64
C00458,Paid Search,2026-04,2026-04-15,C00458-1,2026-04-15,50.26
